characteristic, value, user_id, study_name, 
relfamily,romancatholic,11641360,alexandersanchez.exemplars1,
citizenship,us,11641360,alexandersanchez.exemplars1,
residence,us,11641360,alexandersanchez.exemplars1,
raceethnic,white,11641360,alexandersanchez.exemplars1,
politicalid,-2,11641361,alexandersanchez.exemplars1,
birthyear,1999,11641361,alexandersanchez.exemplars1,
genoccupation,25-,11641361,alexandersanchez.exemplars1,
occupation,25-2000,11641361,alexandersanchez.exemplars1,
education,4,11641361,alexandersanchez.exemplars1,
birthmonth,8,11641361,alexandersanchez.exemplars1,
gender,f,11641361,alexandersanchez.exemplars1,
religion,null,11641361,alexandersanchez.exemplars1,
religionid,null,11641361,alexandersanchez.exemplars1,
state,pa,11641361,alexandersanchez.exemplars1,
citizenship,us,11641361,alexandersanchez.exemplars1,
residence,us,11641361,alexandersanchez.exemplars1,
raceethnic,white,11641361,alexandersanchez.exemplars1,
birthyear,1993,11641362,alexandersanchez.exemplars1,
politicalid,2,11641362,alexandersanchez.exemplars1,
genoccupation,27-,11641362,alexandersanchez.exemplars1,
occupation,27-3000,11641362,alexandersanchez.exemplars1,
religionid,3,11641362,alexandersanchez.exemplars1,
birthmonth,4,11641362,alexandersanchez.exemplars1,
education,7,11641362,alexandersanchez.exemplars1,
raceethnic,black,11641362,alexandersanchez.exemplars1,
gender,f,11641362,alexandersanchez.exemplars1,
religion,muslim,11641362,alexandersanchez.exemplars1,
relfamily,sunni,11641362,alexandersanchez.exemplars1,
citizenship,uk,11641362,alexandersanchez.exemplars1,
residence,uk,11641362,alexandersanchez.exemplars1,
politicalid,0,11641366,alexandersanchez.exemplars1,
birthyear,1969,11641366,alexandersanchez.exemplars1,
religionid,2,11641366,alexandersanchez.exemplars1,
genoccupation,25-,11641366,alexandersanchez.exemplars1,
occupation,25-2000,11641366,alexandersanchez.exemplars1,
birthmonth,5,11641366,alexandersanchez.exemplars1,
education,9,11641366,alexandersanchez.exemplars1,
relfamily,brethren,11641366,alexandersanchez.exemplars1,
gender,m,11641366,alexandersanchez.exemplars1,
reldenom,otherbrethren,11641366,alexandersanchez.exemplars1,
state,pa,11641366,alexandersanchez.exemplars1,
religion,protestant,11641366,alexandersanchez.exemplars1,
citizenship,us,11641366,alexandersanchez.exemplars1,
residence,us,11641366,alexandersanchez.exemplars1,
raceethnic,white,11641366,alexandersanchez.exemplars1,
politicalid,0,11641367,alexandersanchez.exemplars1,
birthyear,1974,11641367,alexandersanchez.exemplars1,
genoccupation,25-,11641367,alexandersanchez.exemplars1,
occupation,25-2000,11641367,alexandersanchez.exemplars1,
religionid,3,11641367,alexandersanchez.exemplars1,
birthmonth,5,11641367,alexandersanchez.exemplars1,
education,8,11641367,alexandersanchez.exemplars1,
reldenom,evangelicallutheran,11641367,alexandersanchez.exemplars1,
relfamily,lutheran,11641367,alexandersanchez.exemplars1,
gender,m,11641367,alexandersanchez.exemplars1,
state,pa,11641367,alexandersanchez.exemplars1,
religion,protestant,11641367,alexandersanchez.exemplars1,
citizenship,us,11641367,alexandersanchez.exemplars1,
residence,us,11641367,alexandersanchez.exemplars1,
raceethnic,white,11641367,alexandersanchez.exemplars1,
politicalid,0,11641373,alexandersanchez.exemplars1,
birthmonth,1,11641373,alexandersanchez.exemplars1,
religionid,1,11641373,alexandersanchez.exemplars1,
birthyear,1969,11641373,alexandersanchez.exemplars1,
genoccupation,25-,11641373,alexandersanchez.exemplars1,
occupation,25-1000,11641373,alexandersanchez.exemplars1,
education,9,11641373,alexandersanchez.exemplars1,
gender,m,11641373,alexandersanchez.exemplars1,
religion,none,11641373,alexandersanchez.exemplars1,
raceethnic,null,11641373,alexandersanchez.exemplars1,
relfamily,othernone,11641373,alexandersanchez.exemplars1,
state,pa,11641373,alexandersanchez.exemplars1,
citizenship,us,11641373,alexandersanchez.exemplars1,
residence,us,11641373,alexandersanchez.exemplars1,
politicalid,-2,11641374,alexandersanchez.exemplars1,
birthyear,1968,11641374,alexandersanchez.exemplars1,
genoccupation,25-,11641374,alexandersanchez.exemplars1,
occupation,25-2000,11641374,alexandersanchez.exemplars1,
religionid,4,11641374,alexandersanchez.exemplars1,
birthmonth,9,11641374,alexandersanchez.exemplars1,
education,9,11641374,alexandersanchez.exemplars1,
gender,f,11641374,alexandersanchez.exemplars1,
reldenom,nondenominational,11641374,alexandersanchez.exemplars1,
relfamily,nondenominational,11641374,alexandersanchez.exemplars1,
state,pa,11641374,alexandersanchez.exemplars1,
religion,protestant,11641374,alexandersanchez.exemplars1,
citizenship,us,11641374,alexandersanchez.exemplars1,
residence,us,11641374,alexandersanchez.exemplars1,
raceethnic,white,11641374,alexandersanchez.exemplars1,
politicalid,1,11641377,alexandersanchez.exemplars1,
birthyear,1980,11641377,alexandersanchez.exemplars1,
religionid,2,11641377,alexandersanchez.exemplars1,
genoccupation,25-,11641377,alexandersanchez.exemplars1,
occupation,25-2000,11641377,alexandersanchez.exemplars1,
birthmonth,8,11641377,alexandersanchez.exemplars1,
education,9,11641377,alexandersanchez.exemplars1,
religion,catholic,11641377,alexandersanchez.exemplars1,
gender,f,11641377,alexandersanchez.exemplars1,
relfamily,othercatholic,11641377,alexandersanchez.exemplars1,
state,pa,11641377,alexandersanchez.exemplars1,
citizenship,us,11641377,alexandersanchez.exemplars1,
residence,us,11641377,alexandersanchez.exemplars1,
raceethnic,white,11641377,alexandersanchez.exemplars1,
politicalid,-1,11641379,alexandersanchez.exemplars1,
birthyear,1964,11641379,alexandersanchez.exemplars1,
religionid,2,11641379,alexandersanchez.exemplars1,
birthmonth,4,11641379,alexandersanchez.exemplars1,
genoccupation,43-,11641379,alexandersanchez.exemplars1,
occupation,43-1000,11641379,alexandersanchez.exemplars1,
education,5,11641379,alexandersanchez.exemplars1,
citizenship,ca,11641379,alexandersanchez.exemplars1,
residence,ca,11641379,alexandersanchez.exemplars1,
religion,catholic,11641379,alexandersanchez.exemplars1,
gender,f,11641379,alexandersanchez.exemplars1,
state,on,11641379,alexandersanchez.exemplars1,
relfamily,romancatholic,11641379,alexandersanchez.exemplars1,
raceethnic,white,11641379,alexandersanchez.exemplars1,
multi_native,1,11641380,alexandersanchez.exemplars1,
multi_white,1,11641380,alexandersanchez.exemplars1,
birthmonth,12,11641380,alexandersanchez.exemplars1,
birthyear,1965,11641380,alexandersanchez.exemplars1,
religionid,2,11641380,alexandersanchez.exemplars1,
genoccupation,25-,11641380,alexandersanchez.exemplars1,
occupation,25-1000,11641380,alexandersanchez.exemplars1,
politicalid,3,11641380,alexandersanchez.exemplars1,
education,9,11641380,alexandersanchez.exemplars1,
gender,f,11641380,alexandersanchez.exemplars1,
raceethnic,multi,11641380,alexandersanchez.exemplars1,
multi_asian,null,11641380,alexandersanchez.exemplars1,
multi_black,null,11641380,alexandersanchez.exemplars1,
multi_hispanic,null,11641380,alexandersanchez.exemplars1,
multi_middleeastern,null,11641380,alexandersanchez.exemplars1,
multi_pacificislander,null,11641380,alexandersanchez.exemplars1,
state,pa,11641380,alexandersanchez.exemplars1,
reldenom,pcusa,11641380,alexandersanchez.exemplars1,
relfamily,presbyterian,11641380,alexandersanchez.exemplars1,
religion,protestant,11641380,alexandersanchez.exemplars1,
citizenship,us,11641380,alexandersanchez.exemplars1,
residence,us,11641380,alexandersanchez.exemplars1,
politicalid,0,11641381,alexandersanchez.exemplars1,
religionid,1,11641381,alexandersanchez.exemplars1,
education,13,11641381,alexandersanchez.exemplars1,
birthyear,1977,11641381,alexandersanchez.exemplars1,
genoccupation,25-,11641381,alexandersanchez.exemplars1,
occupation,25-2000,11641381,alexandersanchez.exemplars1,
birthmonth,8,11641381,alexandersanchez.exemplars1,
gender,f,11641381,alexandersanchez.exemplars1,
religion,none,11641381,alexandersanchez.exemplars1,
relfamily,othernone,11641381,alexandersanchez.exemplars1,
citizenship,us,11641381,alexandersanchez.exemplars1,
residence,us,11641381,alexandersanchez.exemplars1,
raceethnic,white,11641381,alexandersanchez.exemplars1,
state,wi,11641381,alexandersanchez.exemplars1,
politicalid,0,11641382,alexandersanchez.exemplars1,
education,11,11641382,alexandersanchez.exemplars1,
birthmonth,12,11641382,alexandersanchez.exemplars1,
birthyear,1989,11641382,alexandersanchez.exemplars1,
religionid,2,11641382,alexandersanchez.exemplars1,
genoccupation,25-,11641382,alexandersanchez.exemplars1,
occupation,25-2000,11641382,alexandersanchez.exemplars1,
religion,catholic,11641382,alexandersanchez.exemplars1,
gender,f,11641382,alexandersanchez.exemplars1,
state,pa,11641382,alexandersanchez.exemplars1,
relfamily,romanian,11641382,alexandersanchez.exemplars1,
citizenship,us,11641382,alexandersanchez.exemplars1,
residence,us,11641382,alexandersanchez.exemplars1,
raceethnic,white,11641382,alexandersanchez.exemplars1,
politicalid,-1,11641391,alexandersanchez.exemplars1,
birthmonth,11,11641391,alexandersanchez.exemplars1,
birthyear,1997,11641391,alexandersanchez.exemplars1,
genoccupation,25-,11641391,alexandersanchez.exemplars1,
occupation,25-2000,11641391,alexandersanchez.exemplars1,
religionid,4,11641391,alexandersanchez.exemplars1,
education,7,11641391,alexandersanchez.exemplars1,
relfamily,baptist,11641391,alexandersanchez.exemplars1,
gender,m,11641391,alexandersanchez.exemplars1,
state,pa,11641391,alexandersanchez.exemplars1,
religion,protestant,11641391,alexandersanchez.exemplars1,
residence,sm,11641391,alexandersanchez.exemplars1,
reldenom,unknownbaptist,11641391,alexandersanchez.exemplars1,
citizenship,us,11641391,alexandersanchez.exemplars1,
raceethnic,white,11641391,alexandersanchez.exemplars1,
birthmonth,1,11641392,alexandersanchez.exemplars1,
birthyear,1990,11641392,alexandersanchez.exemplars1,
politicalid,2,11641392,alexandersanchez.exemplars1,
genoccupation,21-,11641392,alexandersanchez.exemplars1,
occupation,21-1000,11641392,alexandersanchez.exemplars1,
religionid,3,11641392,alexandersanchez.exemplars1,
education,9,11641392,alexandersanchez.exemplars1,
raceethnic,asian,11641392,alexandersanchez.exemplars1,
gender,f,11641392,alexandersanchez.exemplars1,
religion,muslim,11641392,alexandersanchez.exemplars1,
multi_asian,null,11641392,alexandersanchez.exemplars1,
multi_black,null,11641392,alexandersanchez.exemplars1,
multi_hispanic,null,11641392,alexandersanchez.exemplars1,
multi_middleeastern,null,11641392,alexandersanchez.exemplars1,
multi_native,null,11641392,alexandersanchez.exemplars1,
multi_pacificislander,null,11641392,alexandersanchez.exemplars1,
multi_white,null,11641392,alexandersanchez.exemplars1,
relfamily,sunni,11641392,alexandersanchez.exemplars1,
citizenship,uk,11641392,alexandersanchez.exemplars1,
residence,uk,11641392,alexandersanchez.exemplars1,
politicalid,0,11641394,alexandersanchez.exemplars1,
religionid,1,11641394,alexandersanchez.exemplars1,
birthyear,1988,11641394,alexandersanchez.exemplars1,
genoccupation,2931,11641394,alexandersanchez.exemplars1,
occupation,31-1000,11641394,alexandersanchez.exemplars1,
education,5,11641394,alexandersanchez.exemplars1,
birthmonth,6,11641394,alexandersanchez.exemplars1,
gender,f,11641394,alexandersanchez.exemplars1,
religion,none,11641394,alexandersanchez.exemplars1,
relfamily,null,11641394,alexandersanchez.exemplars1,
citizenship,uk,11641394,alexandersanchez.exemplars1,
residence,uk,11641394,alexandersanchez.exemplars1,
raceethnic,white,11641394,alexandersanchez.exemplars1,
religionid,1,11641395,alexandersanchez.exemplars1,
birthyear,1984,11641395,alexandersanchez.exemplars1,
politicalid,2,11641395,alexandersanchez.exemplars1,
genoccupation,2931,11641395,alexandersanchez.exemplars1,
occupation,31-2000,11641395,alexandersanchez.exemplars1,
birthmonth,4,11641395,alexandersanchez.exemplars1,
education,7,11641395,alexandersanchez.exemplars1,
relfamily,agnostic,11641395,alexandersanchez.exemplars1,
gender,f,11641395,alexandersanchez.exemplars1,
religion,none,11641395,alexandersanchez.exemplars1,
state,pa,11641395,alexandersanchez.exemplars1,
citizenship,us,11641395,alexandersanchez.exemplars1,
residence,us,11641395,alexandersanchez.exemplars1,
raceethnic,white,11641395,alexandersanchez.exemplars1,
politicalid,0,11641396,alexandersanchez.exemplars1,
birthyear,1997,11641396,alexandersanchez.exemplars1,
genoccupation,25-,11641396,alexandersanchez.exemplars1,
occupation,25-2000,11641396,alexandersanchez.exemplars1,
religionid,3,11641396,alexandersanchez.exemplars1,
birthmonth,7,11641396,alexandersanchez.exemplars1,
education,7,11641396,alexandersanchez.exemplars1,
gender,f,11641396,alexandersanchez.exemplars1,
relfamily,methodist,11641396,alexandersanchez.exemplars1,
state,pa,11641396,alexandersanchez.exemplars1,
religion,protestant,11641396,alexandersanchez.exemplars1,
reldenom,unitedmethodist,11641396,alexandersanchez.exemplars1,
citizenship,us,11641396,alexandersanchez.exemplars1,
residence,us,11641396,alexandersanchez.exemplars1,
raceethnic,white,11641396,alexandersanchez.exemplars1,
politicalid,-2,11641399,alexandersanchez.exemplars1,
religionid,1,11641399,alexandersanchez.exemplars1,
birthyear,1973,11641399,alexandersanchez.exemplars1,
genoccupation,25-,11641399,alexandersanchez.exemplars1,
occupation,25-2000,11641399,alexandersanchez.exemplars1,
birthmonth,8,11641399,alexandersanchez.exemplars1,
education,9,11641399,alexandersanchez.exemplars1,
religion,catholic,11641399,alexandersanchez.exemplars1,
gender,m,11641399,alexandersanchez.exemplars1,
state,null,11641399,alexandersanchez.exemplars1,
relfamily,romancatholic,11641399,alexandersanchez.exemplars1,
citizenship,us,11641399,alexandersanchez.exemplars1,
residence,us,11641399,alexandersanchez.exemplars1,
raceethnic,white,11641399,alexandersanchez.exemplars1,
politicalid,0,11641400,alexandersanchez.exemplars1,
birthyear,1984,11641400,alexandersanchez.exemplars1,
genoccupation,25-,11641400,alexandersanchez.exemplars1,
occupation,25-2000,11641400,alexandersanchez.exemplars1,
birthmonth,9,11641400,alexandersanchez.exemplars1,
education,9,11641400,alexandersanchez.exemplars1,
gender,f,11641400,alexandersanchez.exemplars1,
religion,null,11641400,alexandersanchez.exemplars1,
religionid,null,11641400,alexandersanchez.exemplars1,
state,pa,11641400,alexandersanchez.exemplars1,
citizenship,us,11641400,alexandersanchez.exemplars1,
residence,us,11641400,alexandersanchez.exemplars1,
raceethnic,white,11641400,alexandersanchez.exemplars1,
politicalid,0,11641401,alexandersanchez.exemplars1,
birthyear,1969,11641401,alexandersanchez.exemplars1,
birthmonth,2,11641401,alexandersanchez.exemplars1,
religionid,2,11641401,alexandersanchez.exemplars1,
education,7,11641401,alexandersanchez.exemplars1,
raceethnic,asian,11641401,alexandersanchez.exemplars1,
gender,m,11641401,alexandersanchez.exemplars1,
religion,muslim,11641401,alexandersanchez.exemplars1,
genoccupation,null,11641401,alexandersanchez.exemplars1,
relfamily,null,11641401,alexandersanchez.exemplars1,
citizenship,uk,11641401,alexandersanchez.exemplars1,
residence,uk,11641401,alexandersanchez.exemplars1,
birthyear,1994,11641402,alexandersanchez.exemplars1,
politicalid,2,11641402,alexandersanchez.exemplars1,
religionid,2,11641402,alexandersanchez.exemplars1,
genoccupation,25-,11641402,alexandersanchez.exemplars1,
occupation,25-2000,11641402,alexandersanchez.exemplars1,
birthmonth,6,11641402,alexandersanchez.exemplars1,
education,9,11641402,alexandersanchez.exemplars1,
religion,catholic,11641402,alexandersanchez.exemplars1,
gender,f,11641402,alexandersanchez.exemplars1,
state,pa,11641402,alexandersanchez.exemplars1,
relfamily,romancatholic,11641402,alexandersanchez.exemplars1,
citizenship,us,11641402,alexandersanchez.exemplars1,
residence,us,11641402,alexandersanchez.exemplars1,
raceethnic,white,11641402,alexandersanchez.exemplars1,
politicalid,0,11641403,alexandersanchez.exemplars1,
